نعمت N AJPP null null no
داشتن N MOZ null null junk
فرزند N MOZ null نفر§n-13075 role
محروم ADJ MOS  Arg2 مشخصه§n-12756 role_state
بودند V PREDEP null null junk
و CONJ VCONJ null null junk
به PREP ADVRB  ArgM_CAU null junk
همين ADJ NPREMOD null null junk
دليل N ADVRB  ArgM_CAU null no
يوسف N OBJ  Arg1 نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
به‌خوبي ADV ADVRB  ArgM_MNR null no
تربيت N MOS  Arg2 رخداد§n-13136 role_intent
کردند V ROOT null null junk

اما CONJ VCONJ  ArgM_ADV null junk
هنگامي N ADVRB  ArgM_TMP دوره_زماني§n-12603 no
که SUBR NCL null null junk
يوسف N SBJ  Arg0 نفر§n-13075 role
به PREP VPP  Arg3 null junk
سن N VPP  Arg3 null no
بلوغ N MOZ null دوره_زماني§n-12603 role_state
رسيد V PRD null رخداد§n-13136 no
، PUNC PUNC null null junk
زليخا N SBJ  Arg1 null role
به‌خاطر PREP ADVRB  ArgM_CAU null no
زيبايي N POSDEP null مشخصه§n-12756 role_state
، PUNC PUNC null null junk
و CONJ AJCONJ null null junk
او PR NEZ null null junk
شد V ROOT null null junk

و CONJ VCONJ null null junk
در PREP ADVRB  ArgM_TMP null junk
يکي‌از ADJ NPREMOD null null no
روزها N ADVRB  ArgM_TMP دوره_زماني§n-12603 time
يوسف N OBJ  Arg1 نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
در PREP ADVRB  Arg3 null junk
خانه N ADVRB  Arg3 جا§n-12733 location
خود PR MOZ null null junk
تنها ADV ADVRB  ArgM_MNR null junk
يافت V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
به PREP VPP  Arg3 null junk
وي PR POSDEP null null junk
گفت V ROOT null null junk
که SUBR VCL  Arg1 null junk
بيا V PRD null رخداد§n-13136 no
که SUBR AJUCL  ArgM_CAU null junk
خود PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
براي PREP AJPP null null junk
ت PR POSDEP null null junk
آماده ADJ MOS  Arg2 مشخصه§n-12756 role_state
کرده‌ام V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

در PREP ADVRB  ArgM_TMP null junk
آن ADJ NPREMOD null null junk
هنگام N POSDEP null null junk
و CONJ PCONJ null null junk
در PREP POSDEP null null junk
پشت N ADVRB  ArgM_TMP null no
درب N MOZ null ساختار§n-12875 static_object
آخر NUM NPOSTMOD null null junk
، PUNC PUNC null null junk
زليخا N SBJ  Arg0 null role
پيراهن N OBJ  Arg1 شيء§n-12703 static_object
يوسف N MOZ null نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
کشيد V ROOT null null no
که SUBR VCL null null junk
اين ADJ NPREMOD null null junk
امر N SBJ  Arg0 مشخصه§n-12756 no
باعث N NVE null null no
پاره ADJ PREDEP null مشخصه§n-12756 static_object_state
شدن N MOZ  Arg1 null junk
پيراهن N MOZ null شيء§n-12703 static_object
يوسف N MOZ null نفر§n-13075 role
شد V PRD null null junk

و CONJ VCONJ null null junk
در PREP ADVRB  ArgM_TMP null junk
اين ADJ NPREMOD null null junk
هنگام N POSDEP null null junk
، PUNC PUNC null null junk
همسر N SBJ  Arg0 نفر§n-13075 role
همسر N SBJ  Arg0 نفر§n-13075 role
زليخا N MOZ null null role
نيز ADV ADVRB  ArgM_ADV null junk
از PREP ADVRB  ArgM_LOC null junk
راه N POSDEP null null junk
رسيد V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
قضيه N OBJ  Arg1 رخداد§n-13136 no
اين ADJ APREMOD null null junk
دو NUM NPOSTMOD null null junk
را POSTP OBJ  Arg1 null junk
مشاهده N NVE null null role_intent
نمود V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

وقتي N ADVRB  ArgM_TMP null junk
عزيز N SBJ  Arg0 نفر§n-13075 role
عزيز N SBJ  Arg0 نفر§n-13075 role
مصر N MOZ null گروه§n-12753 location
به PREP VPP  Arg3 null junk
پيراهن N VPP  Arg3 شيء§n-12703 static_object
يوسف N MOZ null نفر§n-13075 role
نظر N NVE null رخداد§n-13136 no
افکند V NCL null null no
ديد V ROOT null رخداد§n-13136 role_action
که SUBR VCL  Arg1 null junk
پيراهن N SBJ  Arg1 شيء§n-12703 static_object
از PREP ADVRB  ArgM_MNR null junk
پشت N ADVRB  ArgM_MNR null no
پاره ADJ MOS  Arg2 مشخصه§n-12756 static_object_state
شده‌است V PRD null رخداد§n-13136 no
. PUNC PUNC null null junk

در PREP ADVRB  ArgM_TMP null junk
اين ADJ NPREMOD null null junk
لحظه N ADVRB  ArgM_TMP null no
او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
رو N NVE null null junk
به PREP NPP  Arg3 null junk
همسر N NPP  Arg3 نفر§n-13075 role
ش PR MOZ null نفر§n-13075 role
نمود V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
به PREP VPP  Arg3 null junk
او PR POSDEP null null junk
گفت V ROOT null null junk
که SUBR VCL  Arg1 null junk
اين ADJ NPREMOD null null junk
تهمت N SBJ  Arg1 خصوصيت_رواني§n-12725 no
و CONJ NCONJ null null junk
افترا N NCONJ null null no
از PREP MOS  Arg2 null junk
مکر N MOS  Arg2 null role_intent
زنانه ADJ NPOSTMOD null مشخصه§n-12756 role_state
شما PR MOZ null null junk
ست V PRD null رخداد§n-13136 no
. PUNC PUNC null null junk

زليخا N SBJ  Arg0 null role
زليخا N SBJ  Arg0 null role
زليخا N SBJ  Arg0 null role
نقشه‌اي N NVE null خصوصيت_رواني§n-12725 role_intent
کشيد V ROOT null رخداد§n-13136 role_action
که SUBR VCL  Arg3 null junk
زنان N OBJ  Arg1 نفر§n-13075 role
اشراف‌زاده ADJ NPOSTMOD null مشخصه§n-12756 role_state
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
قصر N NPP  Arg3 ساختار§n-12875 location
دعوت N NVE null خبر§n-12766 role_intent
کند V PRD null null junk
تا SUBR AJUCL  ArgM_CAU null junk
يوسف N OBJ  Arg1 نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
به PREP VPP  Arg3 null junk
آن‌ها PR VPP  Arg3 null role
نشان N NVE null null junk
دهد V PRD null null junk
. PUNC PUNC null null junk

او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
براي PREP ADVRB  ArgM_CAU null junk
اجراي N POSDEP null رخداد§n-13136 role_state
نقشه N MOZ null خصوصيت_رواني§n-12725 role_intent
اش PR MOZ null null junk
مهماني N OBJ  Arg1 رخداد§n-13136 role_intent
بزرگي ADJ NPOSTMOD null مشخصه§n-12756 no
ترتيب N NVE null خصوصيت_رواني§n-12725 no
داد V PREDEP null null junk
و CONJ VCONJ null null junk
تمام ADJ NPREMOD null null junk
زنان N OBJ  Arg1 نفر§n-13075 role
اشرافي ADJ NPOSTMOD null مشخصه§n-12756 role_state
و CONJ AJCONJ null null junk
متمکن ADJ AJCONJ null مشخصه§n-12756 role_state
شهر N MOZ null گروه§n-12753 role_state
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
قصر N NPP  Arg3 ساختار§n-12875 location
خود PR MOZ null null junk
دعوت N NVE null خبر§n-12766 role_intent
نمود V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

سپس SUBR ROOT  ArgM_ADV null junk
به PREP NPP  Arg3 null junk
کنيزان N NPP  Arg3 null role
خود PR MOZ null null junk
دستور N NVE null رخداد§n-13136 no
داد V PRD null null junk
تا SUBR VCL  Arg1 null junk
از PREP NPP  Arg3 null junk
مهمان‌ها N NPP  Arg3 null role
پذيرايي N NVE null خصوصيت_رواني§n-12725 no
کنند V PRD null null junk

ازجمله PREP MOS  Arg2 null junk
پذيرايي‌کنندگان N POSDEP null null role
، PUNC PUNC null null junk
يوسف N SBJ  Arg1 نفر§n-13075 role
بود V ROOT null null junk
. PUNC PUNC null null junk

زليخا N SBJ  Arg0 null role
به PREP VPP  Arg3 null junk
دست N VPP  Arg3 رابطه§n-13628 static_object
هر ADJ NPREMOD null null junk
کدام N MOZ null null junk
از PREP POSDEP null null junk
مهمانان N POSDEP null null role
خود PR MOZ null null junk
چاقويي N OBJ  Arg1 شيء§n-12703 static_object
داد V ROOT null null junk
تا SUBR AJUCL  ArgM_CAU null junk
پرتقال‌ها N OBJ  Arg1 null static_object
را POSTP OBJ  Arg1 null junk
پوست N NVE null شيء§n-12703 static_object
بگيرند V AJUCL null رخداد§n-13136 role_action

اما CONJ VCONJ null null junk
آن‌ها PR SBJ  Arg1 null role
آن‌ها PR SBJ  Arg0 null role
با PREP ADVRB  ArgM_ADV null junk
مشاهده N ADVRB  ArgM_ADV null no
يوسف N MOZ null نفر§n-13075 role
و CONJ NCONJ null null junk
جمال N NCONJ null مشخصه§n-12756 role_state
و CONJ NCONJ null null junk
زيبايي N NCONJ null مشخصه§n-12756 role_state
او PR MOZ null null junk
حيرت‌زده ADJ MOS  Arg2 مشخصه§n-12756 role_state
‌شده V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
دستان N OBJ  Arg1 null no
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
بريدند V ROOT null رخداد§n-13136 role_action

و CONJ VCONJ null null junk
بدين PREP ADVRB  ArgM_MNR null no
گونه N POSDEP null رخداد§n-13136 no
توسط PREP ADVRB  ArgM_ADV null junk
زليخا N POSDEP null null role
رسوا ADJ MOS  Arg2 مشخصه§n-12756 role_state
شدند V ROOT null null junk

و CONJ VCONJ null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 no
دعاي N OBJ  Arg1 null no
او PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
مستجاب ADJ MOS  Arg2 null no
نمود V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

با PREP ADVRB null null junk
وجودي N ADVRB null null no
که SUBR NCL null null junk
يوسف N SBJ  Arg1 نفر§n-13075 role
در PREP ADVRB  ArgM_ADV null junk
اين ADJ NPREMOD null null junk
ماجرا N ADVRB  ArgM_ADV null no
بي‌گناه ADJ TAM  Arg2 مشخصه§n-12756 role_state
شناخته‌شد V PRD null رخداد§n-13136 no
اما CONJ VCONJ null null junk
زليخا N SBJ  Arg0 null role
زليخا N SBJ  Arg0 null role
و CONJ NCONJ null null junk
خاندان N NCONJ null نفر§n-13075 role
ش PR MOZ null null role
براي PREP ADVRB  ArgM_CAU null junk
اين PR POSDEP null null junk
که SUBR NCL null null junk
اين ADJ NPREMOD null null junk
لکه N OBJ  Arg1 null no
ننگ N MOZ null null role_state
را POSTP OBJ  Arg1 null junk
از PREP PREDEP null null junk
خود PR POSDEP null null junk
محو ADJ MOS  Arg2 مشخصه§n-12756 no
کنند V PRD null null junk
دستور N OBJ  Arg1 رخداد§n-13136 no
زنداني ADJ PREDEP null مشخصه§n-12756 role_state
کردن N MOZ null null junk
يوسف N MOZ null نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
صادر ADJ NVE null null no
نمودند V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

که SUBR ROOT null null junk
بعداز PREP ADVRB  ArgM_TMP null no
مدتي N POSDEP null null time
هر ADJ APREMOD null null junk
دو NUM SBJ  Arg0 null junk
در PREP ADVRB  ArgM_LOC null junk
زندان N ADVRB  ArgM_LOC جا§n-12733 location
خوابي N OBJ  Arg1 خصوصيت_رواني§n-12725 no
ديدند V PRD null رخداد§n-13136 role_action
، PUNC PUNC null null junk

تعبير N SBJ  Arg1 خصوصيت_رواني§n-12725 no
خواب N MOZ null خصوصيت_رواني§n-12725 no
آن‌ها PR MOZ null null role
بدين PREP MOS  Arg2 null no
شکل N POSDEP null null no
بود V ROOT null null junk
که SUBR NCL null null junk
يکي‌از ADJ NPREMOD null null no
آن‌ها PR SBJ  Arg1 null role
از PREP AJPP null null junk
زندان N AJPP null جا§n-12733 location
آزاد ADJ MOS  Arg2 مشخصه§n-12756 role_state
مي‌شد V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
ديگري PR SBJ  Arg1 null junk
به PREP VPRT null null junk
دار N POSDEP null null junk
مجازات N MOZ null خصوصيت_رواني§n-12725 role_state
آويخته‌مي‌شد V PRD null رخداد§n-13136 no
. PUNC PUNC null null junk

يوسف N SBJ  Arg0 نفر§n-13075 role
به PREP VPP  Arg3 null junk
کسي N VPP  Arg3 null role
